ID,rating,claim description,content,title,content type
182,FALSE,Mainstream media 'does not report’ on arrival of new PNR train sets,"iFlex ko lang yung mga hindi ibinabalita ng Main Stream Media... ---------‐------- INAABANGAN NA ang pagdating ng anim (6) na bagong bagon ng Philippine National Railways (PNR)! Sa ngayon,...",https://www.facebook.com/permalink.php?story_fbid=533240934185184&id=433563350819610,Image
183,FALSE,Mainstream media 'does not report’ on arrival of new PNR train sets,,,Image
184,FALSE,Mainstream media 'does not report’ on arrival of new PNR train sets,"Ito yung hindi naibabalita ng media 😁 INAABANGAN NA ang pagdating ng anim (6) na bagong bagon ng Philippine National Railways (PNR)! Sa ngayon, nakahimpil ang mga bagong rail car sa Surabaya Port...",https://www.facebook.com/ernestcayanan/posts/2582381588522627,Image
185,FALSE,Mainstream media 'does not report’ on arrival of new PNR train sets,"INAABANGAN NA ang pagdating ng anim (6) na bagong bagon ng Philippine National Railways (PNR)! Sa ngayon, nakahimpil ang mga bagong rail car sa Surabaya Port sa Indonesia habang hinihintay ang...",https://www.facebook.com/amir.soltanloo/posts/10211708780274542,Image
186,FALSE,Mainstream media 'does not report’ on arrival of new PNR train sets,"Ito yong ayaw ibalita ng media INAABANGAN NA ang pagdating ng anim (6) na bagong bagon ng Philippine National Railways (PNR)! Sa ngayon, nakahimpil ang mga bagong rail car sa Surabaya Port sa...",https://www.facebook.com/permalink.php?story_fbid=120948489366121&id=113133960147574,Image
187,FALSE,Ramon Ang says Duterte’s presidential bet will surely win in 2022,,,Image
188,FALSE,Media did not report progress in Marawi rehabilitation,,,Image
189,FALSE,Super Typhoon Arlene in 2022 is twice as strong as Odette,,,Image
190,FALSE,Super Typhoon Arlene in 2022 is twice as strong as Odette,,,Image
191,FALSE,Vaccines should not be taken 5 days before and after menstruation,,,Image
192,FALSE,Vaccines should not be taken 5 days before and after menstruation,,,Image
193,FALSE,No cases of dengue in India,,,Image
194,FALSE,"CSIR says smokers, vegetarians less vulnerable to COVID-19",,,Image
195,FALSE,Sister Mary John Mananzan quote on serving Joma Sison,BABALA!!! Mapagkunwaring madre. Akala mo Diyos ang pinagsisilbihan. Si Teroristang JOMA SISON pala.,https://www.facebook.com/lamragsinirangan.ev/posts/172658231046486,Image
196,FALSE,No punishment for rapists in PH because they're ‘protected by CHR’,,Rape punishment in PH compared to other countries,Image
197,FALSE,Philippine armed forces on red alert due to tensions with China,,,Image
198,FALSE,Philippine armed forces on red alert due to tensions with China,,,Image
199,FALSE,Trump ‘slams Netherlands for harboring Joma Sison’,,Trump Slams The Netherlands for Harboring Terrorist Leader Joma...,Image
200,FALSE,Photo shows Joma Sison in a coma,,,Image
201,FALSE,Filipinos can register for COVID-19 vaccination exemption cards,,,Image
202,FALSE,Filipinos can register for COVID-19 vaccination exemption cards,,,Image
203,FALSE,Philippines was the only Asian country without SARS cases,,,Image
204,FALSE,"Ocampo allowed to post bail over kidnapping, Palparan wasn't",Speaking of Kidnapping si Jovito Palparan kulong kaagad walang bail pero si Satur Ocampo may bail. HANEP ANG JUSTICE SA PILIPINAS!!!,Palparan did not bail when he was arrested for kidnapping case,Image
205,FALSE,Noynoy Aquino quote on Filipinos owing democracy to his father,,,Image
206,FALSE,"Roque quote on 10,000 COVID-19 deaths",,,Image
207,FALSE,‘NSO’ figures comparing spending budget of 3 ex-presidents,,,Image
208,FALSE,‘NSO’ figures comparing spending budget of 3 ex-presidents,"6 na taon ni Cory at Tabako, kumpara sa 20 years ni Marcos. Yung totoo, san nyo dinala ang pondong yan?",https://www.facebook.com/bigbossduterte/posts/2374331819267925,Image
209,FALSE,3 stages of COVID-19,,,Image
210,FALSE,Senator Cynthia Villar quote on buying ABS-CBN,,,Image
211,FALSE,Senator Cynthia Villar quote on buying ABS-CBN,,,Image
212,FALSE,Kita sa video na sinusuportahan ni Venus Raj si Marcos Jr. sa 2022,,,Image
213,FALSE,Kita sa video na sinusuportahan ni Venus Raj si Marcos Jr. sa 2022,,,Image
214,FALSE,Voluntary ROTC implemented during president Cory Aquino’s term,,,Image
215,FALSE,Voluntary ROTC implemented during president Cory Aquino’s term,,,Image
216,FALSE,'Photo' of unfinished footbridge 'during Aquino administration',,,Image
217,FALSE,Gumamit ng military chopper si Robredo sa relief operation,,,Image
218,FALSE,Photo of Manila Bay during Aquino's term,,,Image
219,FALSE,COVID-19 daily death count lower than other diseases,"🌿HAVE WE BEEN BRAINWASHED INTO A COVID CULT? ▪The 5-month isolation and conformity with WHO protocols, reinforced through indoctrination and media-induced fear may have led us to believe that...",https://www.facebook.com/adolfmortera/posts/3443899928982172,Image
220,FALSE,Photo of Manila Bay during Aquino's term,,,Image
221,FALSE,Fake photos of Duterte in Jolo,"Photoshopped, doubled or whatever. One thing is certain. This government has mastered the ART OF FAKING the Filipino people!",https://www.facebook.com/sander.bondoc/posts/3328938367163441,Image
222,FALSE,Photo of Manila Bay during Aquino's term,,,Image
223,FALSE,COVID-19 daily death count lower than other diseases,this is for those who get mad at me when I say that it's a fake pandemic,https://www.facebook.com/emilio.henares/posts/10164000010155545,Image
224,FALSE,Photos of religious statues discarded in India due to COVID-19 crisis,,,Image
225,FALSE,Photos of religious statues discarded in India due to COVID-19 crisis,,,Image
226,FALSE,,Anak ng Bakulaw ka talaga!🎃,Leni Robredo agrees to pay the Ayalas,Image
227,FALSE,Kabataan Partylist’s third nominee Jandeil Roperos is the person behind the account that threatened to assassinate presidential aspirant Ferdinand “Bongbong” Marcos Jr. in a comment on a TikTok video.,Yown... Paktay kang bata ka 😂 tiktok now iyak later 😂,FALSE: Kabataan Partylist nominee behind assassination threat vs Marcos Jr.,Image
228,FALSE,Mayor of Suplex City praises Duterte,,,Image
229,FALSE,Mayor of Suplex City praises Duterte,,,Image
230,FALSE,Mayor of Suplex City praises Duterte,,,Image
231,FALSE,Mayor of Suplex City praises Duterte,,,Image
232,FALSE,"'PET recount done,' Bongbong Marcos defeated",Dead end na ang electoral protest ni Bongbong Marcos. Talo nanaman siya sa pangalawang pagkakataon. Kaya naman marami nanamang propaganda ang lumalabas na pre-shaded daw ang mga balota sa ARMM. Hindi...,"PET recount done, Marcos talo na sa PET",Image
233,FALSE,Paula Shugart says Mexico undeserving of Miss Universe 2020 crown,,,Image
234,FALSE,Paula Shugart says Mexico undeserving of Miss Universe 2020 crown,,,Image
235,FALSE,Oyo Sotto quote against Duterte critics,Real talk,https://www.facebook.com/roger.villanueva.3597/posts/1681651975336597,Image
236,FALSE,Oyo Sotto quote against Duterte critics,Sya ang TUNAY na PILIPINO mga PILIPINAS KONG MAHAL😆😆😆,https://www.facebook.com/ronskyboy1373/posts/202637871292261,Image
237,FALSE,Oyo Sotto quote against Duterte critics,,https://www.facebook.com/michaelboon.jardinico.1/posts/1635345789967464,Image
238,FALSE,"Si Tiburcio Marcos, isa sa mga naghain noon ng certificate of candidacy (COC) para sa pagkapangulo, ay kandidato pa rin ngayong 2022.",KTVM PPESİDENT FOR 2022,HINDI TOTOO: Si Tiburcio Marcos ay kandidato sa pagkapangulo,Image
239,FALSE,,"The Adobo Chronicles. 17,613 likes. Your source of up-to-date, unbelievable news!",Nancy Binay's quote on banning foreign workers,Image
240,FALSE,Photo shows Arroyo in better condition during Duterte's term,,,Image
241,FALSE,Media did not report on malversation raps vs Aquino,,,Image
242,FALSE,COVID-19 nasal swabs can damage the blood-brain barrier,"COPIED & PASTED from A ""front line"" NURSE PRACTITIONER.. Speaking out... Basically you would have to be brain dead already to submit - but judging from the number of people willingly restricting their oxygen intake, I'd say there are already MANY who will and are offering themselves up for this invasive PROCEDURE - because it's NOT a test for Covid., IT doesn't exist! We are ""testing"" for 2 things, - your submission to willingly have your body violated and for the pretense of finding fragments of previous cold remnants. NOT for Covid 19. This assault is dangerous! This information comes from my colleague doctors. Brain access, is through the nose. The test has another purpose than what the drug pushers say! Inserting a test bar deeply into the nose, causes haematoencephal barrier damage and can also damage endocrine glands (e.g. hypophysis). That's why testing hurts so much! The purpose of this deep violation, is to break the barrier and create an entry into the brain for every infection. When wearing a mouth and nose mask, bacteria and CO2 mask are collected and transported to the brain through the nose channel. Barrier's task is to protect from brain neurotoxins, heavy metals, bacteria and other toxins. If endocrine glands are damaged, symptoms such as muscle weakness, blood circulation, visual disturbances etc. may develop. There is no legal basis for this physical intervention and it is a mass violation of physical immunity! Wake up to the assault. YOU are being violated along with your rights, No wonder so many ""covid survivors"" have long term issues. Anyone would after being subjected to this most sensitive body violation! Anyone who would submit to this needs to wake UP!",https://www.facebook.com/maui.harrison/posts/684690228809785,Image
243,FALSE,,"May kunting alam sa Biblia. ถูกใจ 90,892 คน · 94,956 คนกำลังพูดถึงสิ่งนี้. Yes",Pope quote about the Bible,Image
244,FALSE,Bongbong Marcos-Sara Duterte tandem for 2022 elections now official,,,Image
245,FALSE,"Aquino admin officials 'stole, deposited' 3,500 metric tons of gold in Thailand","ITONG APAT ANG NAGNAKAW SA 3,500 METRIC TONS OF GOLD, DINIDEPOSIT NILA SA THAILAND UPANG HINDE MALAMAN NG IBA.","Aquino, Roxas, Drilon, and De Lima ilegally deposited 3,500 metric tons of gold in Thailand",Image
246,FALSE,"Aquino admin officials 'stole, deposited' 3,500 metric tons of gold in Thailand",,,Image
247,FALSE,Risa Hontiveros calls rebels 'heroes of the land',,,Image
248,FALSE,Trillanes quote on Facebook haters,,,Image
249,FALSE,Trillanes quote on Facebook haters,,,Image
250,FALSE,Trillanes quote on Facebook haters,,,Image
251,FALSE,Trillanes quote on Facebook haters,,,Image
252,FALSE,Photo of white sand in new Manila Bay,,,Image
253,FALSE,Photo of white sand in new Manila Bay,New Manila Bay 🤭 Aminin nyo ang ganda 👌🏻 #ctto,https://www.facebook.com/dailysnapph/photos/a.247503302071490/1768153416673130/?type=3,Image
254,FALSE,Philippines had a consulate in every country until 1986,,,Image
255,FALSE,Philippines had a consulate in every country until 1986,,,Image
256,FALSE,Photo of Manila Bay in past 5 administrations,,,Image
257,FALSE,Photo of Manila Bay in past 5 administrations,,,Image
258,FALSE,Photos of Surigao bridge during Aquino and Duterte admins,Ang laking pagbabago mga PILIPINAS KONG MAHAL ang NOON AQUINO ADMINISTRASYON at NGAUN DUTERTE ADMINISTRASYON kau na magsalita mga mahal kong mamayang pilipinas😇😇😇,Pilipinas Kong Mahal on Facebook,Image
259,FALSE,Photo of Manila Bay in past 5 administrations,,,Image
260,FALSE,Photo of Manila Bay in past 5 administrations,,,Image
261,FALSE,,"#GOODNEWS:

ITO NA PO ANG DEVELOPMENT SA MARAWI CITY SA ILALIM NG ADMINISTRASYON DUTERTE... NAKAKALUNGKOT LANG PO! WALANG IBINALITA ANG MAINSTREAM MEDIA SA MAGANDANG NAGAWA NG GOBYERNO KASALUKUYAN....",Media did not report development in Marawi housing projects,Image
262,FALSE,,"#GOODNEWS:

ITO NA PO ANG DEVELOPMENT SA MARAWI CITY SA ILALIM NG ADMINISTRASYON DUTERTE... NAKAKALUNGKOT LANG PO! WALANG IBINALITA ANG MAINSTREAM MEDIA SA MAGANDANG NAGAWA NG GOBYERNO KASALUKUYAN....",Media did not report development in Marawi housing projects,Image
263,FALSE,,"#GOODNEWS:

ITO NA PO ANG DEVELOPMENT SA MARAWI CITY SA ILALIM NG ADMINISTRASYON DUTERTE... NAKAKALUNGKOT LANG PO! WALANG IBINALITA ANG MAINSTREAM MEDIA SA MAGANDANG NAGAWA NG GOBYERNO KASALUKUYAN....",Media did not report development of Marawi housing,Image
264,FALSE,,#TaalVolcano🌋🌋 The most amazing shots habang nag aalburuto ang bulkang Taal kagabi😱🌋,Photo of Taal w/ lightning,Image
265,FALSE,"Kim Atienza, BBC 'reported about phone emitting radiation'","FAKE o HINDI ok lang may kwentas nman ako..Thank u Lord. PASS IT TO OTHERS, VERY IMPORTANT MESSAGE FROM A CONCERN CITIZENS OVER TAAL VOLCANO turn off daw mamaya ang mga cp 10:30 PM hanggang 3:30...",https://www.facebook.com/ALSKIE02/posts/1404398643075612,Image
266,FALSE,"Kaduda-duda ang Pulse Asia presidential survey dahil 2,000 lamang ang mga respondents kompara sa 53,000 ng survey na isinagawa ng Balitang A2Z.",,"Kaduda-duda ang Pulse Asia presidential survey dahil 2,000 lamang ang mga respondents kompara sa 53,000 ng survey na isinagawa ng Balitang A2Z.",Image
267,FALSE,Kris Aquino wears ‘Imelda Marcos’ necklace’,,,Image
268,FALSE,SM MOA has ‘damaged foundation’,Public Alert! Avoid going to MOA,"Water ""entered"" basement of MOA, foundation ""damaged""",Image
269,FALSE,SM MOA has ‘damaged foundation’,3 na.. Moa update naman kayo for safety purpose @mallofasia pakitag,"Water ""entered"" basement of MOA, foundation ""damaged""",Image
270,FALSE,GCash 'Send Money' and bank transfer fees starting October 1,,,Image
271,FALSE,GCash 'Send Money' and bank transfer fees starting October 1,,,Image
272,FALSE,GCash 'Send Money' and bank transfer fees starting October 1,,,Image
273,FALSE,GCash 'Send Money' and bank transfer fees starting October 1,,,Image
274,FALSE,GCash 'Send Money' and bank transfer fees starting October 1,,,Image
275,FALSE,GCash 'Send Money' and bank transfer fees starting October 1,,,Image
276,FALSE,GCash 'Send Money' and bank transfer fees starting October 1,,,Image
277,FALSE,GCash 'Send Money' and bank transfer fees starting October 1,,,Image
278,FALSE,News report confirms Arlene Brosas is CPP-NPA-NDF member,‏‎Abaka Kugon‎‏. ‏‏١٬٨٩٦‏ تسجيل إعجاب · يتحدث ‏٣٤٧‏ عن هذا‏. ‏‎Serve the people‎‏,https://www.facebook.com/abakugon/posts/2691760871151103,Image
